startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,gender,race,party,age,q_children,q_edu,q_inc,q_zip,q_health,q_health_yn_1,q_health_yn_2,q_health_yn_3,q_health_yn_4,q_health_yn_5,q_health_yn_6,q_trust_general_1,q_trust_general_2,q_trust_general_3,q_trust_general_4,q_trust_general_5,q_trust_general_6,q_trust_general_7,q_trust_general_8,q_trust_general_9,q_trust_general_10,q_trust_general_11,q_trust_general_12,q_consume_general_1,q_consume_general_2,q_consume_general_3,q_consume_general_4,q_consume_general_5,q_consume_general_6,q_consume_general_7,q_consume_general_8,q_consume_general_9,q_consume_general_10,q_consume_general_11,q_consume_general_12,q_trust_covid_1,q_trust_covid_2,q_trust_covid_3,q_trust_covid_4,q_trust_covid_5,q_trust_covid_6,q_trust_covid_7,q_trust_covid_8,q_trust_covid_9,q_trust_covid_10,q_trust_covid_11,q_trust_covid_12,q_consume_covid_1,q_consume_covid_2,q_consume_covid_3,q_consume_covid_4,q_consume_covid_5,q_consume_covid_6,q_consume_covid_7,q_consume_covid_8,q_consume_covid_9,q_consume_covid_10,q_consume_covid_11,q_consume_covid_12,q108_do,social_dist_now,social_dist_twoweeks,normalprob0,normalprob,distancingprob,wtpdistancing,q_origin,q_trumptest,q_economy,q_cases_inc,q_trump_inc,q_cases_uninc,q_trump_uninc,q_greater,q_less,aid,incentivized,factualquestions_do,quantitativepredictionsincentivi,quantitativepredictionsunincenti
2020-04-04 22:34:41,2020-04-04 22:45:52,IP Address,107.220.85.87,100,670,True,2020-04-04 22:45:52,R_1mw8tE5PoPTilrn,,,,,34.029007,-118.4005,anonymous,EN,Female,Asian or Pacific Islander,Democrat (Strongly Democratic),29,4,Bachelor's degree,"$75,000 to $99,999",90034,Very good,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A great deal,Not very much,Not very much,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,A great deal,Rarely,Not familiar with this outlet,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,A fair amount,Not familiar with this outlet,A great deal,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,A great deal,Often,Not familiar with this outlet,Rarely,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Often,Often,"The Centers for Disease Control (CDC)|CNN|The World Health Organization (WHO)|MSNBC|Facebook|Fox News|Breitbart|Wikipedia|The Wall Street Journal|Twitter|The New York Times|Network news (ABC, CBS, NBC)",85,50,50,,10,10000,It came about naturally,"Yes, and he tested negative",7,,,250000,75,Equally likely to be both,Equally likely to be both,5e8942b6-ce78-6787-9d51-bade2523e534,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 22:36:01,2020-04-04 22:46:19,IP Address,96.33.0.7,100,618,True,2020-04-04 22:46:20,R_b9FvDOHChGqsXw5,,,,,36.334,-82.343903,anonymous,EN,Female,White (Not Hispanic or Latinx),Other / prefer not to say,31,2,Some college but no degree,"$20,000 to $29,999",37601,Good,No,No,No,No,No,No,Not very much,None at all,Not very much,A fair amount,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,A fair amount,A fair amount,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Sometimes,Often,A fair amount,None at all,A fair amount,A great deal,Not very much,A fair amount,A fair amount,Not very much,Not very much,A fair amount,Not very much,A great deal,Sometimes,Rarely,Often,Often,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Often,Often,"Wikipedia|The World Health Organization (WHO)|The Wall Street Journal|Facebook|CNN|Fox News|MSNBC|The Centers for Disease Control (CDC)|Breitbart|The New York Times|Network news (ABC, CBS, NBC)|Twitter",100,100,50,,0,2000,It came about naturally,"Yes, and he tested negative",7,446500,49,,,,,5e89438a-dfc7-632a-ae69-48ad949dc49f,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 22:34:57,2020-04-04 22:46:30,IP Address,174.100.161.119,100,693,True,2020-04-04 22:46:31,R_3Rjvrc6HRV8QAae,,,,,41.471207,-81.524803,anonymous,EN,Male,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),50,1,"Graduate degree (for example: MA, MBA, JD, PhD)","$75,000 to $99,999",44122,Good,No,No,No,No,Yes,Yes,Not very much,A fair amount,None at all,None at all,A fair amount,None at all,Not very much,A fair amount,Not very much,Not very much,Not very much,None at all,Sometimes,Sometimes,Rarely,Rarely,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Not very much,A fair amount,None at all,Not very much,A fair amount,None at all,Not very much,A fair amount,A fair amount,Not very much,Not very much,None at all,Sometimes,Sometimes,Rarely,Rarely,Often,Never,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,"The Centers for Disease Control (CDC)|Twitter|Fox News|Breitbart|The New York Times|CNN|Facebook|The Wall Street Journal|The World Health Organization (WHO)|Wikipedia|MSNBC|Network news (ABC, CBS, NBC)",98,90,30,,1,2000,It came about naturally,"Yes, and he tested negative",7,10000000,48,,,,,5e89437a-90cc-e446-885b-07cfd205c632,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 22:30:23,2020-04-04 22:46:59,IP Address,198.255.131.105,100,995,True,2020-04-04 22:46:59,R_2zpEhaJ8oabz3dN,,,,,42.147095,-75.881599,anonymous,EN,Female,White (Not Hispanic or Latinx),Democrat (Strongly Democratic),49,2,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",13901,Fair,No,No,No,No,No,No,A fair amount,Not familiar with this outlet,A great deal,Not very much,A fair amount,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,A fair amount,Not familiar with this outlet,A great deal,None at all,A fair amount,A fair amount,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Sometimes,Not familiar with this outlet,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,Often,Often,Sometimes,"Wikipedia|Twitter|The New York Times|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Facebook|CNN|Fox News|Breitbart|The Wall Street Journal|MSNBC|The World Health Organization (WHO)",100,100,100,,90,1000000,It was developed intentionally in a lab,"No, he has not taken a test",4,300000,40,,,,,5e894216-9ada-360f-4657-9aa814e3ffec,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 22:40:35,2020-04-04 22:47:07,IP Address,99.63.216.209,100,392,True,2020-04-04 22:47:07,R_0JoRFXRqHeHdzeV,,,,,38.000397,-121.3105,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),65,0,Bachelor's degree,I did not earn income in 2019,95209,Excellent,No,No,No,No,No,No,Not very much,Not familiar with this outlet,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Sometimes,Not familiar with this outlet,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Not very much,Not familiar with this outlet,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Often,Not familiar with this outlet,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Twitter|Breitbart|The Wall Street Journal|Wikipedia|The New York Times|Facebook|CNN|Fox News|MSNBC|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)",98,95,2,,0,10000,It came about naturally,"Yes, and he tested negative",6,,,500000,30,True News,Equally likely to be both,5e894281-4c98-3d54-79a6-dfc8c132964f,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 22:32:02,2020-04-04 22:47:30,IP Address,73.255.21.63,100,928,True,2020-04-04 22:47:31,R_3KOR2xPg1H3LvNs,,,,,29.767899,-94.972397,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Weakly Republican),49,2,High school diploma or equivalent (for example: GED),"$100,000 to $124,999",77523,Good,No,No,No,No,No,No,A great deal,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,Not familiar with this outlet,Not familiar with this outlet,Not very much,Not very much,A fair amount,A great deal,Often,Not familiar with this outlet,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Sometimes,A great deal,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,None at all,None at all,Not very much,None at all,A great deal,A great deal,Often,Not familiar with this outlet,Often,Never,Sometimes,Sometimes,Never,Never,Never,Never,Often,Often,"CNN|The New York Times|Breitbart|Facebook|Fox News|MSNBC|Wikipedia|Twitter|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)|The Wall Street Journal",80,75,50,,5,2500,It came about naturally,"Yes, and he tested negative",6,,,750000,60,True News,True News,5e8940b6-1b6d-6dfc-b4a2-6e71c8a8517c,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 22:36:35,2020-04-04 22:47:52,IP Address,74.80.41.15,100,677,True,2020-04-04 22:47:52,R_2Xh9O5QtxZbcwh0,,,,,30.235992,-92.0075,anonymous,EN,Female,Black or African American (Not Hispanic or Latinx),Democrat (Weakly Democratic),19,0,Some college but no degree,I did not earn income in 2019,70131,Excellent,No,No,No,No,No,No,Not very much,Not familiar with this outlet,A great deal,A fair amount,A fair amount,Not familiar with this outlet,A fair amount,Not familiar with this outlet,A fair amount,A great deal,Not familiar with this outlet,Not familiar with this outlet,Never,Not familiar with this outlet,Rarely,Never,Never,Not familiar with this outlet,Rarely,Not familiar with this outlet,Never,Sometimes,Not familiar with this outlet,Not familiar with this outlet,A great deal,Not familiar with this outlet,A fair amount,None at all,A great deal,Not familiar with this outlet,A great deal,Not familiar with this outlet,A fair amount,Not very much,Not familiar with this outlet,Not familiar with this outlet,Never,Not familiar with this outlet,Never,Never,Never,Not familiar with this outlet,Never,Not familiar with this outlet,Never,Never,Not familiar with this outlet,Not familiar with this outlet,"MSNBC|Breitbart|The Wall Street Journal|Network news (ABC, CBS, NBC)|Wikipedia|Fox News|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Facebook|CNN|The New York Times|Twitter",100,100,65,,5,1000,It was developed intentionally in a lab,"No, he has not taken a test",7,20,17,,,,,5e8942fc-437b-35f7-4e29-ad0aa8bca53e,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 22:21:46,2020-04-04 22:47:58,IP Address,67.82.233.67,100,1571,True,2020-04-04 22:47:58,R_1gA5kEdTBLOxapG,,,,,40.697296,-73.327103,anonymous,EN,Female,White (Not Hispanic or Latinx),Other / prefer not to say,32,0,Bachelor's degree,"$30,000 to $39,999",11704,Good,No,No,No,No,No,No,Not familiar with this outlet,Not familiar with this outlet,Not very much,A fair amount,Not very much,Not familiar with this outlet,A fair amount,Not familiar with this outlet,A fair amount,A great deal,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Often,Sometimes,Not familiar with this outlet,Sometimes,Not familiar with this outlet,Rarely,Often,Often,Rarely,Not familiar with this outlet,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,Not familiar with this outlet,A fair amount,Not familiar with this outlet,A fair amount,A great deal,A great deal,A great deal,Not familiar with this outlet,Not familiar with this outlet,Often,Often,Often,Not familiar with this outlet,Sometimes,Not familiar with this outlet,Rarely,Often,Sometimes,Sometimes,"The World Health Organization (WHO)|Breitbart|Facebook|Twitter|The Wall Street Journal|Fox News|The Centers for Disease Control (CDC)|MSNBC|CNN|Wikipedia|The New York Times|Network news (ABC, CBS, NBC)",85,90,90,,15,3000,It came about naturally,"Yes, and he tested negative",7,,,500000,70,Equally likely to be both,Equally likely to be both,5e89401e-f873-f17d-8ba9-93c96ff337de,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 22:22:47,2020-04-04 22:48:18,IP Address,69.207.38.245,100,1530,True,2020-04-04 22:48:18,R_1CHkXQ6RfmNdmFb,,,,,43.003693,-78.849602,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),41,0,Some college but no degree,"$75,000 to $99,999",14150,Fair,Yes,No,No,Yes,No,No,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Not familiar with this outlet,Sometimes,Not familiar with this outlet,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Not familiar with this outlet,A fair amount,Not familiar with this outlet,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not familiar with this outlet,Sometimes,Not familiar with this outlet,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Not familiar with this outlet,"Facebook|MSNBC|Network news (ABC, CBS, NBC)|Fox News|Wikipedia|Breitbart|The Wall Street Journal|The New York Times|CNN|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Twitter",50,50,50,,0,2000,It was made accidentally in a lab,"Yes, and he tested negative",7,,,100000,50,Equally likely to be both,Equally likely to be both,5e893e97-1dbb-b884-a81a-6fc7644d6892,0,Q115|Q114,,Q85|Q112|Q113
2020-04-04 22:30:41,2020-04-04 22:48:25,IP Address,68.180.78.24,100,1064,True,2020-04-04 22:48:25,R_1GEugEZrJ2PfDUK,,,,,37.203094,-93.297096,anonymous,EN,Male,White (Not Hispanic or Latinx),Republican (Weakly Republican),28,2,"Graduate degree (for example: MA, MBA, JD, PhD)","$75,000 to $99,999",65802,Excellent,No,No,No,Yes,Yes,Yes,Not very much,A fair amount,A great deal,A great deal,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,Often,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,A fair amount,A fair amount,A fair amount,A great deal,A great deal,A fair amount,A great deal,A fair amount,A great deal,A great deal,A fair amount,A great deal,Sometimes,Rarely,Often,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Sometimes,Often,Often,"The Centers for Disease Control (CDC)|Wikipedia|Fox News|The World Health Organization (WHO)|The New York Times|Facebook|MSNBC|Breitbart|The Wall Street Journal|Network news (ABC, CBS, NBC)|CNN|Twitter",50,20,40,,30,500,It came about naturally,"No, he has not taken a test",7,,,30000,50,True News,Fake News,5e89427d-f86f-fb9d-85c7-5c37ba3a517e,0,Q114|Q115,,Q85|Q112|Q113
2020-04-04 22:40:04,2020-04-04 22:48:30,IP Address,107.133.90.120,100,506,True,2020-04-04 22:48:31,R_2cnrCMprfWWPxYY,,,,,34.872192,-88.5923,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),18,0,Less than a high school diploma,"$1 to $9,999",38663,Very good,No,Yes,No,No,No,No,A fair amount,Not familiar with this outlet,A great deal,A fair amount,Not very much,Not familiar with this outlet,A great deal,A fair amount,A fair amount,Not very much,A great deal,A great deal,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,A fair amount,Not familiar with this outlet,A great deal,Not very much,Not very much,Not familiar with this outlet,A great deal,A fair amount,Not very much,Not familiar with this outlet,A great deal,A great deal,Never,Not familiar with this outlet,Often,Never,Never,Never,Often,Never,Never,Never,Never,Never,"CNN|Breitbart|Twitter|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|Facebook|MSNBC|Wikipedia|Fox News|The Wall Street Journal|The New York Times",85,70,90,,25,60000,It came about naturally,"No, he has not taken a test",4,220000,60,,,,,5e894462-9b86-5e1d-022f-0bb4afde9f6e,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 22:36:40,2020-04-04 22:49:06,IP Address,72.23.15.206,100,746,True,2020-04-04 22:49:06,R_3kcaEXvjmPLmjTk,,,,,41.232498,-80.234001,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),55,0,Associate's degree,"$50,000 to $59,999",15230,Good,No,No,No,No,No,No,Not very much,Not familiar with this outlet,None at all,A fair amount,A fair amount,None at all,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not very much,A fair amount,A fair amount,Sometimes,Never,Never,Often,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Not very much,Not familiar with this outlet,None at all,A fair amount,Not very much,None at all,Not familiar with this outlet,Not familiar with this outlet,Not familiar with this outlet,Not very much,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Never,Sometimes,Rarely,Never,Never,Not familiar with this outlet,Never,Rarely,Sometimes,Sometimes,"Fox News|The New York Times|CNN|Wikipedia|The World Health Organization (WHO)|Network news (ABC, CBS, NBC)|Breitbart|The Wall Street Journal|MSNBC|Facebook|Twitter|The Centers for Disease Control (CDC)",75,50,25,,5,100000,It came about naturally,"Yes, and he tested negative",5,,,30000,70,Equally likely to be both,True News,5e89438a-9f77-15b1-f0a3-4eef53caa363,0,Q114|Q115,,Q85|Q113|Q112
2020-04-04 22:31:30,2020-04-04 22:49:20,IP Address,162.204.52.36,100,1069,True,2020-04-04 22:49:20,R_24kLJhy0NeP4Sdk,,,,,36.890198,-89.582603,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),39,0,Bachelor's degree,"$10,000 to $19,999",63701,Very good,Yes,Yes,Yes,No,Yes,Yes,A fair amount,Not familiar with this outlet,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,A great deal,A fair amount,A fair amount,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,A fair amount,Not familiar with this outlet,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A great deal,Not very much,Not very much,Sometimes,Not familiar with this outlet,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Breitbart|Facebook|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|Wikipedia|CNN|The World Health Organization (WHO)|The Wall Street Journal|Twitter|The New York Times|MSNBC|Fox News",100,100,3,,2,2000,It was developed intentionally in a lab,"No, he has not taken a test",5,28,34,,,,,5e894279-e7a2-947b-140f-1b63d06b41df,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 22:40:46,2020-04-04 22:50:13,IP Address,172.58.99.131,100,566,True,2020-04-04 22:50:13,R_1er55q8Imi0v0St,,,,,29.740601,-95.558296,anonymous,EN,Female,Hispanic or Latinx,Democrat (Strongly Democratic),35,2,Some college but no degree,"$60,000 to $74,999",78414,Fair,No,No,No,No,Yes,Yes,A fair amount,Not familiar with this outlet,A fair amount,None at all,None at all,A fair amount,A fair amount,A fair amount,None at all,None at all,A fair amount,A fair amount,Often,Not familiar with this outlet,Often,Never,Never,Often,Sometimes,Sometimes,Never,Never,Often,Sometimes,A fair amount,Not familiar with this outlet,A fair amount,None at all,None at all,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,A great deal,Often,Not familiar with this outlet,Often,Never,Never,Often,Sometimes,Sometimes,Never,Never,Often,Sometimes,"Breitbart|Wikipedia|Network news (ABC, CBS, NBC)|MSNBC|CNN|The New York Times|The World Health Organization (WHO)|Twitter|Facebook|The Wall Street Journal|Fox News|The Centers for Disease Control (CDC)",95,95,50,,90,5000,It came about naturally,"Yes, and he tested negative",5,5000,30,,,,,5e89448b-f5cb-8da6-d2b1-d4b2a6603973,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 22:30:44,2020-04-04 22:50:58,IP Address,24.20.29.234,100,1214,True,2020-04-04 22:50:59,R_1OP1vjkM6worXXj,,,,,45.450104,-122.868,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Do not lean towards either party),49,0,Some college but no degree,"$40,000 to $49,999",97078,Good,No,No,No,No,Yes,Yes,A fair amount,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,Not very much,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,A fair amount,Not familiar with this outlet,A fair amount,None at all,A fair amount,A fair amount,A fair amount,A fair amount,None at all,None at all,A great deal,A great deal,Sometimes,Not familiar with this outlet,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Often,Often,"Breitbart|Facebook|CNN|The World Health Organization (WHO)|The Centers for Disease Control (CDC)|Network news (ABC, CBS, NBC)|MSNBC|The Wall Street Journal|The New York Times|Wikipedia|Fox News|Twitter",95,50,100,,90,3000,It came about naturally,"Yes, and he tested negative",7,200000,47,,,,,5e8941ee-bfeb-95ea-0894-caa045291b5b,1,Q114|Q115,Q35|Q29|Q28,
2020-04-04 22:41:04,2020-04-04 22:50:59,IP Address,174.106.3.136,100,595,True,2020-04-04 22:51:00,R_1DuxzBZMSkcVAeW,,,,,33.965393,-78.035896,anonymous,EN,Female,Other,Republican (Weakly Republican),37,2,Bachelor's degree,"$20,000 to $29,999",28461,Very good,No,No,No,Yes,No,No,A great deal,Not familiar with this outlet,A fair amount,None at all,A great deal,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,Rarely,Not familiar with this outlet,Never,Rarely,Often,Rarely,Rarely,Rarely,Never,Rarely,Often,Sometimes,A fair amount,None at all,None at all,Not very much,A great deal,None at all,Not very much,None at all,None at all,None at all,A fair amount,A fair amount,Sometimes,Not familiar with this outlet,Never,Often,Often,Never,Rarely,Rarely,Never,Never,Sometimes,Sometimes,"Facebook|The World Health Organization (WHO)|MSNBC|Fox News|Wikipedia|Twitter|Network news (ABC, CBS, NBC)|CNN|The Centers for Disease Control (CDC)|The Wall Street Journal|The New York Times|Breitbart",85,85,70,,50,250,It was developed intentionally in a lab,"Yes, and he tested negative",6,500000,70,,,,,5e894467-b802-f827-658e-7b9aed972e8a,1,Q115|Q114,Q35|Q28|Q29,
2020-04-04 22:33:17,2020-04-04 22:51:58,IP Address,73.117.83.139,100,1121,True,2020-04-04 22:51:59,R_Xk88zZokUOCvaSd,,,,,40.317703,-79.722298,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Strongly Republican),54,1,Some college but no degree,"$75,000 to $99,999",15131,Good,No,No,No,Yes,No,No,A fair amount,Not familiar with this outlet,None at all,Not very much,A fair amount,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Sometimes,Not familiar with this outlet,Never,Rarely,Never,Rarely,Not familiar with this outlet,Never,Not familiar with this outlet,Never,Not familiar with this outlet,Not familiar with this outlet,A fair amount,None at all,None at all,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,A fair amount,None at all,Often,Not familiar with this outlet,Sometimes,Rarely,Never,Never,Never,Never,Never,Not familiar with this outlet,Never,Never,"Wikipedia|The Wall Street Journal|CNN|The Centers for Disease Control (CDC)|The New York Times|Breitbart|Fox News|MSNBC|Twitter|Facebook|Network news (ABC, CBS, NBC)|The World Health Organization (WHO)",95,90,50,,50,100000,It was made accidentally in a lab,"Yes, and he tested negative",4,201486,77,,,,,5e89430c-1db0-88bb-e97a-4bed0c40ac88,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 22:39:23,2020-04-04 22:53:23,IP Address,100.6.160.77,100,840,True,2020-04-04 22:53:24,R_2wRY5w5hwFHrLDb,,,,,40.3965,-80.044197,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),49,0,Associate's degree,"$20,000 to $29,999",15210,Very good,No,No,No,No,No,No,A fair amount,Not very much,Not very much,Not very much,A fair amount,Not very much,None at all,Not very much,None at all,None at all,A fair amount,Not very much,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Never,A fair amount,Not familiar with this outlet,A fair amount,Not very much,A fair amount,A fair amount,A fair amount,Not very much,None at all,None at all,A great deal,Not familiar with this outlet,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,"Breitbart|The World Health Organization (WHO)|The New York Times|Twitter|Facebook|CNN|Fox News|Network news (ABC, CBS, NBC)|The Wall Street Journal|MSNBC|The Centers for Disease Control (CDC)|Wikipedia",95,95,100,,60,10,It came about naturally,"Yes, and he tested negative",6,25000,20,,,,,5e89443b-f323-33e1-a10d-94e7ddf6fd78,1,Q114|Q115,Q35|Q28|Q29,
2020-04-04 22:38:10,2020-04-04 22:53:28,IP Address,70.162.202.176,100,917,True,2020-04-04 22:53:28,R_1LFmV1SkhxLSpBX,,,,,33.4935,-111.9211,anonymous,EN,Female,White (Not Hispanic or Latinx),Independent (Lean toward the Republican Party),45,2,"Graduate degree (for example: MA, MBA, JD, PhD)","$60,000 to $74,999",85260,Poor,No,No,No,No,Yes,No,A fair amount,Not familiar with this outlet,A great deal,A fair amount,A great deal,A great deal,A great deal,A great deal,Not familiar with this outlet,Not familiar with this outlet,A great deal,A great deal,Often,Not familiar with this outlet,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Not familiar with this outlet,Not familiar with this outlet,Often,Never,A great deal,None at all,A great deal,A fair amount,A fair amount,A great deal,A great deal,A great deal,None at all,None at all,A great deal,A fair amount,Often,Never,Often,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Often,Sometimes,"Breitbart|The World Health Organization (WHO)|The New York Times|Twitter|Fox News|Wikipedia|Facebook|The Wall Street Journal|CNN|Network news (ABC, CBS, NBC)|The Centers for Disease Control (CDC)|MSNBC",90,90,100,,0,100,It was developed intentionally in a lab,"Yes, and he tested negative",7,1000,40,,,,,5e8943f7-1e1b-7215-7138-412abb91f5f9,1,Q115|Q114,Q35|Q29|Q28,
2020-04-04 22:38:43,2020-04-04 22:54:06,IP Address,184.91.184.166,100,922,True,2020-04-04 22:54:06,R_2SoAwV551A2U4bU,,,,,27.969696,-80.648598,anonymous,EN,Female,White (Not Hispanic or Latinx),Republican (Weakly Republican),55,0,High school diploma or equivalent (for example: GED),"$20,000 to $29,999",32909,Good,No,No,No,No,Yes,Yes,Not very much,Not familiar with this outlet,None at all,Not familiar with this outlet,A fair amount,None at all,None at all,None at all,Not familiar with this outlet,Not familiar with this outlet,A great deal,A great deal,Sometimes,Not familiar with this outlet,Never,Never,Rarely,Never,Never,Never,Not familiar with this outlet,Not familiar with this outlet,Rarely,Rarely,Not very much,Not familiar with this outlet,None at all,Not familiar with this outlet,A fair amount,None at all,None at all,None at all,Not familiar with this outlet,Not familiar with this outlet,A great deal,A great deal,Often,Not familiar with this outlet,Rarely,Not familiar with this outlet,Often,Rarely,Never,Never,Not familiar with this outlet,Not familiar with this outlet,Often,Often,"CNN|The Wall Street Journal|MSNBC|The World Health Organization (WHO)|Fox News|The Centers for Disease Control (CDC)|Wikipedia|Twitter|Network news (ABC, CBS, NBC)|The New York Times|Facebook|Breitbart",85,50,87,,10,2400,It came about naturally,"Yes, and he tested negative",7,,,150000,62,True News,Fake News,5e8940e5-ab81-0285-89e1-6fd5b5114fd1,0,Q115|Q114,,Q85|Q112|Q113
