AID,Date,AGE(1),GENDER(2),HISPANIC(3),ETHNICITY(4),ZIP(5),REGION(6),STANDARD_POLITICAL_PARTY(7),Gender,Hispanic,Ethnicity,Region,Political Party
5E890A52-5572-D188-0ED0-760590DD824A,4/4/20 17:42,70,2,1,1,89156,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E89215E-BC94-4E1E-D6BA-0A0E129BE5E7,4/4/20 19:40,38,2,1,1,58554,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E892195-4603-192B-D9CF-22947ABBA328,4/4/20 19:30,70,1,15,1,45005,2,3,Male,Prefer not to answer,White ,Midwest,Independent
5E892156-65D4-8A52-9876-CDB8195A051C,4/4/20 19:18,37,1,14,1,33126,3,1,Male,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,South,Democrat
5E892140-ABF2-B988-13C4-AFAAFDA25D38,4/4/20 19:17,39,2,1,8,7024,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Korean ,Northeast,Democrat
5E892146-7A32-BE90-7EBA-F2DAC366E268,4/4/20 19:12,28,1,1,1,80516,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E8920FF-FF74-BBF6-713C-1891B9B38960,4/4/20 19:22,52,2,1,1,44833,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E893E48-CE59-5B10-ADCF-F71FF0CECF8F,4/4/20 21:21,37,2,1,1,22405,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E8920F1-75EF-C197-331D-7B389358CB5E,4/4/20 19:22,43,2,1,2,27606,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Independent
5E8920DA-CE13-C228-206F-D18725B31462,4/4/20 19:19,22,1,1,2,30240,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E890933-DBF7-20B8-027F-EF8977438BB3,4/4/20 17:30,24,2,1,1,92376,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E890AAB-7FDD-06DC-3986-A2BEE2601021,4/4/20 17:38,50,1,1,1,6608,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E8908C8-9583-0DBF-7B38-1B780560D866,4/4/20 17:36,36,1,1,2,7107,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Northeast,Democrat
5E890885-6B4A-2B0F-6DB3-2B5B29BEF58A,4/4/20 17:33,47,1,1,1,92865,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E890A34-0E76-3BB9-70BB-6E8D183AD905,4/4/20 17:40,43,2,1,1,13027,1,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E890A28-0FB2-34E9-6FAB-8A82F2D9BB3F,4/4/20 17:36,52,1,1,1,34689,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E893E75-7E96-F7CE-FF7D-627CBA57DF46,4/4/20 22:13,28,2,1,1,41159,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89411B-E5DB-F5DE-C974-42C44DF5B01F,4/4/20 21:59,38,2,1,2,39212,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Republican
5E8907C4-03FD-5779-D713-4A7E6898DB41,4/4/20 17:22,49,1,1,7,90008,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Japanese ,West,Democrat
5E89E8C5-DB62-C207-A359-2FC4C46A5FCD,4/5/20 9:25,27,1,1,1,28110,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E8A1365-0A90-3D4A-6CFB-2DF74DEE1FAF,4/5/20 12:31,48,2,16,1,7093,1,3,Female,"Yes, Puerto Rican",White ,Northeast,Independent
5E893DCB-CB6B-49D1-3B7F-6FC1C62CCC81,4/4/20 21:20,37,2,1,1,29579,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893DB0-42C8-ABCC-6E9E-6CEAD8BE97D6,4/4/20 21:15,41,2,1,2,21224,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Independent
5E893EC4-3CC0-B8A3-3521-E9D66CD3575B,4/4/20 21:22,28,2,1,1,30507,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E893ED6-57D7-1570-3BDD-A962D22A72AB,4/4/20 21:22,28,2,1,1,19053,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E89251E-A982-A0F4-9A0C-D34CEAAFC2F6,4/4/20 19:34,34,1,1,1,27203,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E89246B-48C2-FAC9-796D-63E1665D9473,4/4/20 19:25,33,2,1,1,43017,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E8924D9-0426-F35E-11DE-156A4135FECA,4/4/20 19:43,64,1,1,1,29720,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E8924BD-CA14-28A6-9906-A848F08B4C05,4/4/20 20:21,36,2,1,4,60654,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,Midwest,Democrat
5E8908C7-7254-0588-ECDB-DB3B22DCC740,4/4/20 17:32,77,2,1,1,33462,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E8908DD-2DF8-4B9C-DCA9-B68FC0AACC08,4/4/20 17:37,70,2,1,2,32738,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Independent
5E8908AE-3CFF-E6DC-26F5-2DC26C3A2760,4/4/20 19:09,66,2,1,1,48195,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E8922D3-FCE6-6BA5-6254-AA7AD2D0BAA1,4/4/20 19:46,65,2,1,1,80910,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E8922F0-379C-390D-7AA8-1873605E903B,4/4/20 19:35,62,1,1,1,29649,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E892242-E3B6-1171-C03D-FE116D780F66,4/4/20 19:30,81,2,1,1,34243,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E8925A3-4166-EBB2-FD5F-84BA9D6C6735,4/4/20 19:40,67,2,14,1,60133,2,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,Midwest,Democrat
5E890B1B-14EE-AEEB-530A-92E9008DBF23,4/4/20 17:45,72,2,1,1,29566,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E890B3F-0C92-907D-773F-9A94BA4BACEF,4/4/20 18:02,35,1,1,1,98331,4,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E890B7F-B965-5598-A09F-60FD040B811C,4/4/20 17:44,64,2,1,1,77377,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E8940E5-AB81-0285-89E1-6FD5B5114FD1,4/4/20 21:54,55,2,1,1,32909,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E890859-1199-762F-6750-8D272EA47112,4/4/20 17:39,40,2,1,2,64052,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Midwest,Democrat
5E88EC89-5B9E-AAE5-C24E-1B9F2CF7E740,4/4/20 15:38,77,2,1,1,14224,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88ECC4-0748-7D99-E6D7-F5B1E4821361,4/4/20 15:37,43,2,1,1,46214,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88ECD6-7035-71C7-5930-55F50E0EF75C,4/4/20 15:37,61,2,1,1,8701,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88ECD1-F184-4344-003D-149DA341A480,4/4/20 15:41,77,2,1,2,35211,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Republican
5E890951-108F-0EF8-C43D-5BA94BCC9BF6,4/4/20 17:34,35,2,1,1,99201,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E890963-C402-ADC0-65E2-32B2C92DF380,4/4/20 17:49,22,1,1,2,30060,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E8909B9-6377-21FA-47CE-FDB96EDDA9F5,4/4/20 17:43,54,2,14,15,7501,1,1,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Some other race ,Northeast,Democrat
5E890AE0-C8B4-2C7E-34B7-D7AAA41726CB,4/4/20 17:45,73,2,1,1,38119,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E890AB1-27D2-4F58-B7CE-0249B7FF60E1,4/4/20 17:47,67,2,1,1,8861,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E890A97-4278-89CA-BD06-A64A16DFFCBD,4/4/20 17:37,52,2,1,1,67460,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E890ACF-281C-6F4F-7B42-1A4BFB6CFDEC,4/4/20 17:38,68,1,1,1,22303,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E890B09-1540-2196-3495-6C64B54CD819,4/4/20 19:38,60,2,1,1,73065,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E890B0D-8E02-BDBF-241B-DEB9F0C35F18,4/4/20 17:42,51,2,1,1,45056,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E890B09-7CBF-2A6F-758E-B70B9BF292D6,4/4/20 18:23,73,2,1,1,44138,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E890B0E-EA04-F92F-526B-F0AF084B2661,4/4/20 17:40,42,2,2,1,99515,4,2,Female,"Yes, Mexican, Mexican American, Chicano",White ,West,Republican
5E890B1D-66C3-8FE2-598C-78AC0A78B5BC,4/4/20 17:41,56,1,1,1,44312,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E890B3A-3C69-6F42-42BE-693F823098B6,4/4/20 17:47,65,1,1,1,68465,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E890A76-25A8-0230-2261-295AFA0EC05F,4/4/20 17:44,37,2,1,2,36541,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E890A0E-0FE1-0FC9-9951-222D3053804F,4/4/20 17:38,71,2,1,1,74135,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89090F-FEA9-ADAB-1EAD-12CE3B31A2DD,4/4/20 17:33,54,1,1,1,19425,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E890A20-1C72-22CC-5229-D70EC59FA8A7,4/4/20 17:37,39,2,1,1,80123,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88ED82-628B-796B-EE98-989A2AFD7396,4/4/20 16:52,36,1,1,2,31602,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Republican
5E88EDE5-DEDD-6333-50C6-2BD27A9DA315,4/4/20 15:40,77,1,1,1,77382,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E890B02-D9FB-0D7A-0AD1-492085F3D62E,4/4/20 17:44,56,2,1,1,45806,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E890B1A-FA33-99E1-4B8A-DAB7FD42E435,4/4/20 17:40,49,1,1,1,2472,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E88EE46-EDF0-A6A6-3347-EB652ECE65A7,4/4/20 15:41,64,1,1,1,28110,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EE7C-8F65-8A66-A257-CEE1D496E97F,4/4/20 15:42,69,2,1,1,6001,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88E8F9-D0FE-3B42-B7EF-4261416F2AE7,4/4/20 15:52,27,2,1,2,30303,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Independent
5E88E871-78E5-93EA-58D5-1E3D50115BDA,4/4/20 15:24,64,2,1,1,43228,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88E831-DC05-0740-52DA-8B6805ACD35A,4/4/20 15:23,48,1,1,1,97756,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88EAE7-2D7D-0FC6-8D4E-31B4C78CDD1E,4/4/20 16:15,60,2,1,1,70070,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EAB4-5956-DD7A-F9D2-B25B1CBF1A90,4/4/20 15:24,39,2,1,1,23220,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88EC31-2618-74A9-8C49-07CEBE0FBC89,4/4/20 16:04,60,2,1,1,28670,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E890909-7119-C235-8676-8A77084E7C2F,4/4/20 17:30,71,2,1,1,92111,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E88EC39-CC17-6D9E-07DB-214CFD2E4061,4/4/20 15:48,75,1,1,1,83333,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E89092B-9B71-191C-7237-EC08D3407A97,4/4/20 17:30,67,2,1,1,28467,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88ED2B-9F11-D327-336B-C83BE072F406,4/4/20 15:36,63,1,1,1,80403,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88EBD2-38AF-5F0E-5000-23DBEF30A633,4/4/20 15:35,65,2,1,1,27966,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EBED-FE21-29EF-C470-ED027EC5D20F,4/4/20 15:39,40,1,1,1,21218,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E88EBFD-BC1A-2305-1721-C9BE891FE2B2,4/4/20 15:27,36,2,1,1,53182,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88EB76-F915-6626-BB93-1B705E8EFAB9,4/4/20 15:42,66,2,1,1,33852,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88EB99-7E18-76FE-AB9E-B3DAC0BFDAB9,4/4/20 15:30,73,1,1,1,10469,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88EB41-F2EE-2F1F-EDDF-A95B78A9D64D,4/4/20 15:50,52,2,1,1,30101,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88E806-6B8E-DA0F-B85A-4D629C9DE780,4/4/20 15:14,64,1,1,1,10598,1,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E88E8F0-C7D6-D6F2-95A6-9D78E3AC606B,4/4/20 15:13,66,1,1,1,34120,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E88E73B-D665-5B97-3DD1-4B342F0898E7,4/4/20 15:13,70,1,1,1,89052,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E88E790-285C-0B52-0BE7-9547CA69CD61,4/4/20 15:13,54,1,1,2,32244,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E88E692-CE26-D8C1-45E3-E9C6C6964B6F,4/4/20 15:07,58,2,1,1,95501,4,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Independent
5E88E70F-2E92-4478-EB67-BF25CF7F597D,4/4/20 15:20,80,2,1,1,49127,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E88EA83-03C6-D9E9-E4B0-7AFC0F09B7FC,4/4/20 15:30,51,2,1,1,72032,3,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E88EB20-1C5E-E037-4D71-4E5642E65A3D,4/4/20 16:54,58,2,1,1,49459,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E88EB59-092C-D2C8-0E5A-6FF220131844,4/4/20 15:56,57,1,1,1,54911,2,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E89EBA1-630D-7561-15E0-AD00D519228C,4/5/20 9:42,66,1,1,1,5452,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E89EBA3-8357-C2E2-F8C2-E2615F670319,4/5/20 9:44,70,1,1,1,57270,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89EBC5-C5DA-955D-97DB-0BAC4EA94ABD,4/5/20 9:44,77,1,1,1,43623,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E89EB29-F38B-B25E-192E-82A1ACDCC966,4/5/20 9:53,53,1,1,1,16693,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E89EBCC-2B8A-086D-8EFD-D3AEBA7EF775,4/5/20 9:45,59,1,1,1,65023,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E89E4D2-42F0-071E-A114-600EF40F2951,4/5/20 9:22,43,1,2,1,92078,4,1,Male,"Yes, Mexican, Mexican American, Chicano",White ,West,Democrat
5E89E727-A43B-A703-03D8-E071FBB11D85,4/5/20 9:20,42,1,1,1,53589,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89E5B6-B68B-DA32-95FA-FDF1C1DBD6CE,4/5/20 9:14,41,1,1,1,19438,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E8A156C-5B82-4070-05DC-E694EDEBBB69,4/5/20 12:33,34,2,3,1,46923,2,3,Female,"Yes, Cuban",White ,Midwest,Independent
5E8A1ADB-00D5-E3DB-2F05-51BE7CCB740F,4/5/20 12:57,50,1,2,1,65203,2,3,Male,"Yes, Mexican, Mexican American, Chicano",White ,Midwest,Independent
5E8A50CF-0DF0-0FB3-5AF0-DBC730357D2A,4/5/20 16:57,50,2,2,1,77541,3,2,Female,"Yes, Mexican, Mexican American, Chicano",White ,South,Republican
5E89ECDA-E7C6-703C-FF38-E9C0EA294E54,4/5/20 9:44,56,1,1,1,45014,2,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89F236-93EC-2F47-8A53-5D790A703E91,4/5/20 10:05,40,2,3,1,12533,1,3,Female,"Yes, Cuban",White ,Northeast,Independent
5E89FB34-758D-4594-2CC2-915490BEE709,4/5/20 10:53,59,2,5,1,33315,4,2,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Colombia ",White ,West,Republican
5E89420C-13A3-CF65-0DBE-377B434159ED,4/4/20 21:38,50,2,1,1,32825,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E8941DF-D651-BB3E-E03E-051B64147699,4/4/20 21:38,52,1,1,7,94501,4,3,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Japanese ,West,Independent
5E8AEA49-D6C1-7419-CB70-23D8C6E19C52,4/6/20 4:28,50,1,3,1,44319,2,2,Male,"Yes, Cuban",White ,Midwest,Republican
5E89F5F2-C4D7-F5C3-09BA-B48FC38C498B,4/5/20 10:24,43,2,12,1,63136,2,3,Female,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",White ,Midwest,Independent
5E89E9BF-8C33-DDBC-A993-8EC36B23C351,4/5/20 9:32,57,1,1,1,82944,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E89E90D-102B-87A5-63FB-6C19F8CC9EF2,4/5/20 9:30,45,1,1,1,12571,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E89F963-9E95-57AF-4898-810218631A95,4/5/20 10:56,36,1,2,1,60606,2,3,Male,"Yes, Mexican, Mexican American, Chicano",White ,Midwest,Independent
5E8B4C39-8BFC-09F9-E0EE-7D3E754775D2,4/6/20 10:42,36,1,1,4,90806,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,West,Republican
5E8B4CBF-69E2-D1E5-0620-7951AD4018EB,4/6/20 10:45,43,1,1,1,13206,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E89E815-8439-FC13-EA71-CD7DDEB2CD36,4/5/20 9:19,26,1,2,1,93551,4,2,Male,"Yes, Mexican, Mexican American, Chicano",White ,West,Republican
5E89E837-285C-B6AF-FEE0-BAAAE6ADE97F,4/5/20 9:38,59,1,2,1,92780,4,2,Male,"Yes, Mexican, Mexican American, Chicano",White ,West,Republican
5E894243-FC28-7DDD-7A75-DC4B12D897B0,4/4/20 23:19,59,1,1,1,15220,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E8941E0-957A-D3B0-1F53-E522AADC3613,4/4/20 21:36,18,2,1,1,16838,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E8941CC-BCF1-4725-1176-6327F6C3D7C9,4/4/20 21:35,26,2,1,1,70739,3,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E894283-1B73-4AAC-7C3F-E8B57B64BD7E,4/4/20 21:58,38,2,1,1,30044,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E8A01C8-38BA-B815-9194-B459200FB381,4/5/20 11:32,34,2,2,2,94123,4,2,Female,"Yes, Mexican, Mexican American, Chicano","Black, or African American",West,Republican
5E893F45-A3D8-30CF-7E1B-4FA510DF1F8C,4/4/20 21:21,29,1,1,1,94607,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E893F59-FA36-1081-0EB2-A13F864DE073,4/4/20 21:21,35,2,1,1,15012,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E893F70-13CF-184D-26FA-FFC7E3282DCB,4/4/20 21:31,33,2,1,1,30263,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893F59-CEB8-AFF4-DCBA-E45A925D654A,4/4/20 21:35,41,2,1,1,30241,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893F3F-6510-66F4-F2FE-63256001C067,4/4/20 21:35,33,2,1,2,30619,3,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",South,Democrat
5E893EB2-5EE1-A629-0A3E-05B129048D49,4/4/20 21:19,33,2,1,2,49423,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Midwest,Democrat
5E89E5D5-1990-C7F4-7E90-C73F3FFBC145,4/5/20 9:14,28,1,1,1,18018,1,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Independent
5E89E5BC-9F6E-FB17-1130-439D0454DB51,4/5/20 9:13,39,1,1,1,33710,3,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Republican
5E89E55F-63CB-4102-244E-11F60A0C2EE0,4/5/20 9:13,34,1,1,1,28206,3,3,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Independent
5E89E599-671F-F276-CA0E-16FB76B1FC8B,4/5/20 9:15,36,1,1,1,63068,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E89E556-7E52-0C83-2812-ED1BABA5C008,4/5/20 9:09,31,1,1,1,16201,1,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E89EA32-B1AB-3460-D78A-E2E972D3A1C7,4/5/20 9:42,40,1,1,1,92660,4,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E894492-F76D-BCF1-E78B-F8F5C685A7B0,4/4/20 22:06,35,2,1,2,10031,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American",Northeast,Democrat
5E894479-A34D-C3B3-C770-15101939414C,4/4/20 22:23,57,2,1,1,89130,4,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E8943F4-E071-87CD-4095-BFBB3FF878CC,4/4/20 21:44,26,2,1,1,48088,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E8942FC-CBC9-3FBF-E9BA-80CDA406AB8A,4/4/20 21:44,37,2,1,1,16347,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
5E89434A-9483-B961-45CB-BC5950EE2201,4/4/20 21:45,18,2,1,1,63376,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E89434B-12EF-F94D-2297-3E317D7D60C9,4/4/20 21:44,58,2,1,1,61462,2,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E894279-E7A2-947B-140F-1B63D06B41DF,4/4/20 21:49,39,2,1,1,63701,2,3,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Independent
5E89433E-56AA-EA30-C17E-EF26B65744F6,4/4/20 21:42,22,1,1,1,90201,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E89437C-8EDA-0F6A-54B7-3BAF31F9FA6F,4/4/20 21:40,39,2,1,1,2720,1,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Democrat
5E893CFD-4269-36FE-B609-BA932817C427,4/4/20 21:21,36,1,1,1,49315,2,2,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Republican
5E893D36-07D4-97F4-A444-D0D15C3CA944,4/4/20 21:13,33,1,1,1,28270,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893D54-0C3C-0BD9-A01B-62A38D419530,4/4/20 21:27,31,2,2,2,10472,1,1,Female,"Yes, Mexican, Mexican American, Chicano","Black, or African American",Northeast,Democrat
5E893D66-60D9-7F35-DACB-8643C0F078B0,4/4/20 21:20,38,2,1,1,53140,2,1,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Midwest,Democrat
5E893D72-2E5E-02B5-F87A-D040DE5B1E86,4/4/20 21:16,27,2,1,1,92225,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E893D37-6F87-1D12-3D1D-A34A54AE0769,4/4/20 21:17,33,1,1,1,32714,3,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,South,Democrat
5E893C43-2CD6-C5AB-340A-5B7FE5A56E90,4/4/20 21:19,77,2,1,1,59602,4,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Republican
5E893C54-E1E6-D2A3-BA1B-DDBEEF8ABA49,4/4/20 21:14,32,1,1,1,99004,4,1,Male,"No , not of Hispanic, Latino, or Spanish origin",White ,West,Democrat
5E893C7F-ADF3-B988-754D-2E5D344CDFF7,4/4/20 21:23,43,2,1,1,18440,1,2,Female,"No , not of Hispanic, Latino, or Spanish origin",White ,Northeast,Republican
